Site,Longitude,Latitude,Var1
IsleOfMay,-1.612204068,55.55402373,166.1706536
IsleOfMay,-1.603867956,55.55402373,157.4948507
IsleOfMay,-1.595531844,55.55402373,147.9463241
IsleOfMay,-1.587195732,55.55402373,137.4974474
IsleOfMay,-1.57885962,55.55402373,126.1191297
IsleOfMay,-1.570523508,55.55402373,113.7839009
IsleOfMay,-1.562187396,55.55402373,100.4657775
IsleOfMay,-1.553851284,55.55402373,86.14228684
IsleOfMay,-1.545515172,55.55402373,70.79837355
IsleOfMay,-1.53717906,55.55402373,54.42574958
IsleOfMay,-1.528842948,55.55402373,37.02114956
IsleOfMay,-1.520506836,55.55402373,18.58449802
IsleOfMay,-1.512170724,55.55402373,-0.883636925
IsleOfMay,-1.503834612,55.55402373,-21.38440961
IsleOfMay,-1.495498499,55.55402373,-42.92223847
IsleOfMay,-1.487162387,55.55402373,-65.49654582
IsleOfMay,-1.478826275,55.55402373,-89.08622086
IsleOfMay,-1.470490163,55.55402373,-113.6648541
IsleOfMay,-1.462154051,55.55402373,-139.2084927
IsleOfMay,-1.453817939,55.55402373,-165.6927371
IsleOfMay,-1.445481827,55.55402373,-193.087677
IsleOfMay,-1.437145715,55.55402373,-221.3555141
IsleOfMay,-1.428809603,55.55402373,-250.4555036
IsleOfMay,-1.420473491,55.55402373,-280.3481787
IsleOfMay,-1.412137379,55.55402373,-310.9961894
IsleOfMay,-1.403801267,55.55402373,-342.3648631
IsleOfMay,-1.395465155,55.55402373,-374.4240948
IsleOfMay,-1.387129043,55.55402373,-407.1461805
IsleOfMay,-1.378792931,55.55402373,-440.4932556
IsleOfMay,-1.370456819,55.55402373,-474.4137455
IsleOfMay,-1.362120707,55.55402373,-508.8455893
IsleOfMay,-1.353784595,55.55402373,-543.7263679
IsleOfMay,-1.345448483,55.55402373,-578.9950348
IsleOfMay,-1.337112371,55.55402373,-614.590798
IsleOfMay,-1.328776259,55.55402373,-650.4535141
IsleOfMay,-1.320440147,55.55402373,-686.5242977
IsleOfMay,-1.312104035,55.55402373,-722.7456038
IsleOfMay,-1.303767923,55.55402373,-759.0611157
IsleOfMay,-1.628876292,55.56235973,182.7905858
IsleOfMay,-1.62054018,55.56235973,175.8716227
IsleOfMay,-1.612204068,55.56235973,168.1558953
IsleOfMay,-1.603867956,55.56235973,159.5930612
IsleOfMay,-1.595531844,55.56235973,150.1518003
IsleOfMay,-1.587195732,55.56235973,139.8026157
IsleOfMay,-1.57885962,55.56235973,128.5127578
IsleOfMay,-1.570523508,55.56235973,116.2558128
IsleOfMay,-1.562187396,55.56235973,103.0044917
IsleOfMay,-1.553851284,55.56235973,88.73252569
IsleOfMay,-1.545515172,55.56235973,73.42651656
IsleOfMay,-1.53717906,55.56235973,57.07961897
IsleOfMay,-1.528842948,55.56235973,39.69056278
IsleOfMay,-1.520506836,55.56235973,21.26178322
IsleOfMay,-1.512170724,55.56235973,1.795467462
IsleOfMay,-1.503834612,55.56235973,-18.70809228
IsleOfMay,-1.495498499,55.56235973,-40.24908459
IsleOfMay,-1.487162387,55.56235973,-62.82229705
IsleOfMay,-1.478826275,55.56235973,-86.41210618
IsleOfMay,-1.470490163,55.56235973,-110.9966618
IsleOfMay,-1.462154051,55.56235973,-136.553314
IsleOfMay,-1.453817939,55.56235973,-163.0609694
IsleOfMay,-1.445481827,55.56235973,-190.4950959
IsleOfMay,-1.437145715,55.56235973,-218.81602
IsleOfMay,-1.428809603,55.56235973,-247.9817723
IsleOfMay,-1.420473491,55.56235973,-277.9534022
IsleOfMay,-1.412137379,55.56235973,-308.6938122
IsleOfMay,-1.403801267,55.56235973,-340.1678586
IsleOfMay,-1.395465155,55.56235973,-372.3450268
IsleOfMay,-1.387129043,55.56235973,-405.2040851
IsleOfMay,-1.378792931,55.56235973,-438.7071608
IsleOfMay,-1.370456819,55.56235973,-472.8026513
IsleOfMay,-1.362120707,55.56235973,-507.4227329
IsleOfMay,-1.353784595,55.56235973,-542.5036966
IsleOfMay,-1.345448483,55.56235973,-577.9826733
IsleOfMay,-1.337112371,55.56235973,-613.7960868
IsleOfMay,-1.328776259,55.56235973,-649.8811924
IsleOfMay,-1.320440147,55.56235973,-686.1772903
IsleOfMay,-1.312104035,55.56235973,-722.6252795
IsleOfMay,-1.303767923,55.56235973,-759.1671122
IsleOfMay,-1.295431811,55.56235973,-795.7459054
IsleOfMay,-1.637212404,55.57069574,190.2507995
IsleOfMay,-1.628876292,55.57069574,184.1926586
IsleOfMay,-1.62054018,55.57069574,177.3886919
IsleOfMay,-1.612204068,55.57069574,169.7859439
IsleOfMay,-1.603867956,55.57069574,161.3302734
IsleOfMay,-1.595531844,55.57069574,151.9942869
IsleOfMay,-1.587195732,55.57069574,141.7467534
IsleOfMay,-1.57885962,55.57069574,130.5470037
IsleOfMay,-1.570523508,55.57069574,118.3724053
IsleOfMay,-1.562187396,55.57069574,105.1946283
IsleOfMay,-1.553851284,55.57069574,90.97981336
IsleOfMay,-1.545515172,55.57069574,75.71937895
IsleOfMay,-1.53717906,55.57069574,59.40404192
IsleOfMay,-1.528842948,55.57069574,42.03594124
IsleOfMay,-1.520506836,55.57069574,23.6217049
IsleOfMay,-1.512170724,55.57069574,4.165807436
IsleOfMay,-1.503834612,55.57069574,-16.32996895
IsleOfMay,-1.495498499,55.57069574,-37.86380967
IsleOfMay,-1.487162387,55.57069574,-60.42953879
IsleOfMay,-1.478826275,55.57069574,-84.0139379
IsleOfMay,-1.470490163,55.57069574,-108.5981684
IsleOfMay,-1.462154051,55.57069574,-134.1610463
IsleOfMay,-1.453817939,55.57069574,-160.6830979
IsleOfMay,-1.445481827,55.57069574,-188.1495895
IsleOfMay,-1.437145715,55.57069574,-216.5144099
IsleOfMay,-1.428809603,55.57069574,-245.7370077
IsleOfMay,-1.420473491,55.57069574,-275.7801975
IsleOfMay,-1.412137379,55.57069574,-306.6079403
IsleOfMay,-1.403801267,55.57069574,-338.1857727
IsleOfMay,-1.395465155,55.57069574,-370.4831359
IsleOfMay,-1.387129043,55.57069574,-403.4718417
IsleOfMay,-1.378792931,55.57069574,-437.1141343
IsleOfMay,-1.370456819,55.57069574,-471.3600934
IsleOfMay,-1.362120707,55.57069574,-506.1487324
IsleOfMay,-1.353784595,55.57069574,-541.4127872
IsleOfMay,-1.345448483,55.57069574,-577.0870305
IsleOfMay,-1.337112371,55.57069574,-613.1035911
